,class,Filename,Duration,Channels,Sample_rate,Bit_depth,path
85,808,808 [ wolf ].wav,1.76,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ wolf ].wav
86,808,808 [ waffle ].wav,2.78,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ waffle ].wav
87,808,808 [ vibes ].wav,2.74,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ vibes ].wav
88,808,808 [ tsunami ].wav,1.09,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ tsunami ].wav
89,808,808 [ swim ].wav,1.82,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ swim ].wav
90,808,808 [ Spinz ].wav,1.76,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ Spinz ].wav
91,808,808 [ i need more ].wav,1.06,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ i need more ].wav
92,808,808 [ CashMoneyAp ].wav,3.43,2,48000,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ CashMoneyAp ].wav
93,808,808 [ 50k ].wav,1.1,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [ 50k ].wav
94,808,808 8.wav,4.56,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 8.wav
95,808,Darkside 808.wav,11.32,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Darkside 808.wav
96,808,COH 808 (9).wav,11.08,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\COH 808 (9).wav
97,808,Sub 808.wav,10.59,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Sub 808.wav
98,808,Guud Sine 808.wav,8.01,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Guud Sine 808.wav
99,808,RMZ_808_thiccest_C.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_thiccest_C.wav
100,808,RMZ_808_stereo_boi_C.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_stereo_boi_C.wav
101,808,RMZ_808_pretty_thic_eh_C.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_pretty_thic_eh_C.wav
102,808,RMZ_808_hollow_one_C.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_hollow_one_C.wav
103,808,RMZ_808_fuzz_master_C.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_fuzz_master_C.wav
104,808,RMZ_808_classic_zoid_C.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_classic_zoid_C.wav
105,808,808 54.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 54.wav
106,808,Spinnaz 808.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Spinnaz 808.wav
107,808,FRP_808_5 - F.wav,7.5,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FRP_808_5 - F.wav
108,808,PipeItUp 808.wav,7.4,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\PipeItUp 808.wav
109,808,gin$eng 808 8.wav,7.39,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\gin$eng 808 8.wav
110,808,gin$eng 808 10.wav,7.39,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\gin$eng 808 10.wav
111,808,808 (Sine X).wav,7.38,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Sine X).wav
112,808,808 20.wav,7.35,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 20.wav
113,808,COH 808 (5).wav,7.22,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\COH 808 (5).wav
114,808,Medicine 808.wav,6.89,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Medicine 808.wav
115,808,Mantis 808.wav,6.88,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Mantis 808.wav
116,808,JC 808 (1).wav,6.86,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\JC 808 (1).wav
117,808,FRP_808_2 - C#.wav,6.6,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FRP_808_2 - C#.wav
118,808,808 47.wav,6.5,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 47.wav
119,808,gin$eng 808 12.wav,6.13,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\gin$eng 808 12.wav
120,808,808 17.wav,6.12,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 17.wav
121,808,COH 808 (3).wav,6.08,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\COH 808 (3).wav
122,808,RMZ_808_wonky_C.wav,6.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_wonky_C.wav
123,808,808s (2).wav,5.94,24,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808s (2).wav
124,808,Boasy 808.wav,5.71,2,192000,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Boasy 808.wav
125,808,FRP_808_1 - A.wav,5.7,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FRP_808_1 - A.wav
126,808,FRP_808_3 - D.wav,5.54,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FRP_808_3 - D.wav
127,808,808 67.wav,5.35,1,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 67.wav
128,808,Peking 808.wav,5.34,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Peking 808.wav
129,808,808s (9).wav,5.22,21,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808s (9).wav
130,808,808s (8).wav,5.22,21,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808s (8).wav
131,808,Columbus 808.wav,5.16,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Columbus 808.wav
132,808,808 (babi).wav,5.14,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (babi).wav
133,808,808 15.wav,5.07,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 15.wav
134,808,RMZ_808_lazer_C.wav,4.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\RMZ_808_lazer_C.wav
135,808,JP - Trial(808).wav,4.77,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\JP - Trial(808).wav
136,808,MSKRB_808_12_D.wav,4.7,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\MSKRB_808_12_D.wav
137,808,808 38.wav,4.63,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 38.wav
138,808,808 37.wav,4.63,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 37.wav
139,808,808 7.wav,1.71,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 7.wav
140,808,808 [Dwayne].wav,4.5,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [Dwayne].wav
141,808,808 (Sine King).wav,4.46,12,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Sine King).wav
142,808,808 63.wav,4.45,1,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 63.wav
143,808,FRP_808_4 - F.wav,4.39,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FRP_808_4 - F.wav
144,808,MSKRB_808_10_G.wav,4.36,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\MSKRB_808_10_G.wav
145,808,FRP_808_6 - Eb.wav,4.26,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FRP_808_6 - Eb.wav
146,808,Glass 808.wav,4.23,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Glass 808.wav
147,808,808 [Zaytoven].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [Zaytoven].wav
148,808,808 [Trap].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [Trap].wav
149,808,808 [Southside].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [Southside].wav
150,808,808 [OG].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [OG].wav
151,808,808 [Metro].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [Metro].wav
152,808,808 [Metro & Spinz].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [Metro & Spinz].wav
153,808,808 [La Flame].wav,4.21,2,48000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 [La Flame].wav
154,808,wheezzzracc.808wav.wav,4.18,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\wheezzzracc.808wav.wav
155,808,808 10.wav,3.8,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 10.wav
156,808,808 58.wav,4.03,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 58.wav
157,808,808s (5).wav,4.0,16,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808s (5).wav
158,808,ATL 808.wav,3.99,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\ATL 808.wav
159,808,Rrwheezysauce 808.wav,3.84,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Rrwheezysauce 808.wav
160,808,Rrwheezysauce 808 3.wav,3.84,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Rrwheezysauce 808 3.wav
161,808,808 6.wav,3.84,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 6.wav
162,808,808 5.wav,2.15,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 5.wav
163,808,CashMoneyAp 808 (3).wav,3.83,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\CashMoneyAp 808 (3).wav
164,808,MB 808 (26).wav,3.81,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\MB 808 (26).wav
165,808,808 Isotope.wav,3.81,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Isotope.wav
166,808,808 9.wav,3.43,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 9.wav
167,808,808s (4).wav,3.75,15,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808s (4).wav
168,808,808 65.wav,3.75,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 65.wav
169,808,Dirty 808.wav,3.73,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Dirty 808.wav
170,808,808 (Cannon).wav,3.73,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Cannon).wav
171,808,COH 808 (8).wav,3.7,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\COH 808 (8).wav
172,808,808 35.wav,3.7,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 35.wav
173,808,808 19.wav,3.7,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 19.wav
174,808,808 34.wav,3.69,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 34.wav
175,808,808 (Grenade).wav,3.69,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Grenade).wav
176,808,808 (Error).wav,3.69,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Error).wav
177,808,808 (Egypt).wav,3.69,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Egypt).wav
178,808,808 (Dust).wav,3.69,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Dust).wav
179,808,808 (Buzzer).wav,3.69,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Buzzer).wav
180,808,808 (Drones).wav,3.64,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Drones).wav
181,808,Bighead Favorite 808.wav,3.58,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Bighead Favorite 808.wav
182,808,808 (Whine).wav,3.58,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Whine).wav
183,808,LG - Lair_C (808).wav,3.45,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\LG - Lair_C (808).wav
184,808,808 4.wav,2.44,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 4.wav
185,808,808 32.wav,3.43,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 32.wav
186,808,808 31.wav,3.43,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 31.wav
187,808,808 18.wav,0.99,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 18.wav
188,808,[808] Kritical.wav,3.43,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\[808] Kritical.wav
189,808,gin$eng 808 16.wav,3.43,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\gin$eng 808 16.wav
190,808,Ready 808.wav,3.38,1,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Ready 808.wav
191,808,jam 808.wav,3.38,1,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\jam 808.wav
192,808,gin$eng 808 3.wav,3.38,1,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\gin$eng 808 3.wav
193,808,MSKRB_808_06_F#.wav,3.36,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\MSKRB_808_06_F#.wav
194,808,CashMoneyAp 808 (8).wav,3.36,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\CashMoneyAp 808 (8).wav
195,808,MSKRB_808_07_G.wav,3.34,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\MSKRB_808_07_G.wav
196,808,808 (Moat).wav,3.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Moat).wav
197,808,JC 808 (2).wav,3.25,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\JC 808 (2).wav
198,808,808 (Boomer).wav,3.25,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Boomer).wav
199,808,MB 808 (8).wav,3.2,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\MB 808 (8).wav
200,808,808 1.wav,0.9,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 1.wav
201,808,JPGC_808_ventrill.wav,3.08,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\JPGC_808_ventrill.wav
202,808,Flockin 808.wav,3.08,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Flockin 808.wav
203,808,PnB 808.wav,3.06,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\PnB 808.wav
204,808,MSKRB_808_02_C.wav,3.02,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\MSKRB_808_02_C.wav
205,808,Extraterrestrial 808.wav,3.0,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Extraterrestrial 808.wav
206,808,ICY 808.wav,3.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\ICY 808.wav
207,808,Fat 808 3.wav,3.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Fat 808 3.wav
208,808,get right 808.wav,2.98,12,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\get right 808.wav
209,808,808 (Trap Night).wav,2.97,8,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Trap Night).wav
210,808,808 grimm 2.wav,2.93,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\808 grimm 2.wav
211,808,808 48.wav,2.91,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 48.wav
212,808,X93 - Relax 808.wav,2.88,2,96000,24,E:\Documents\My Projects\Filtr\Data\Audio\808\X93 - Relax 808.wav
213,808,808 (Mean).wav,2.78,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Mean).wav
214,808,808 57.wav,2.73,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 57.wav
215,808,Pepto 808.wav,2.72,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Pepto 808.wav
216,808,808 (IM).wav,2.72,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (IM).wav
217,808,MSKRB_808_05_G.wav,2.67,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\MSKRB_808_05_G.wav
218,808,808 36.wav,2.65,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 36.wav
219,808,808 (Destruction).wav,2.62,10,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Destruction).wav
220,808,808 (Uppercut).wav,2.61,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Uppercut).wav
221,808,808 (SlightDist).wav,2.61,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (SlightDist).wav
